latitude,longitude,t0,t100,t200,t300,t400,t500,t600,t700,t800,t900,t1000,t1100,t1200,t1300,t1400,t1500,t1600,t1700,t1800,t1900,t2000,t2100,t2200,t2300,t2400,t2500,t2600,t2700,t2800,t2900,t3000,t3100,t3200,t3300,t3400,t3500,t3600,t3700,t3800,t3900,t4000,t4100,t4200,t4300,t4400,t4500,t4600,t4700,t4800,t4900,t5000,t5100,t5200,t5300,t5400,t5500,t5600,t5700,t5800,t5900,t6000,t6100,t6200,t6300,t6400,t6500,t6600,t6700,t6800,t6900,t7000,t7100,t7200,t7300,t7400,t7500,t7600,t7700,t7800,t7900,t8000,t8100,t8200,t8300,t8400,t8500,t8600,t8700,t8800,t8900,t9000,t9100,t9200,t9300,t9400,t9500,t9600,t9700,t9800,t9900,t10000,t10100,t10200,t10300,t10400,t10500,t10600,t10700,t10800,t10900,t11000,t11100,t11200,t11300,t11400,t11500,t11600,t11700,t11800,t11900,t12000,t12100,t12200,t12300,t12400,t12500,t12600,t12700,t12800,t12900,t13000,t13100,t13200,t13300,t13400,t13500,t13600,t13700,t13800,t13900,t14000,t14100,t14200,t14300,t14400,t14500,t14600,t14700,t14800,t14900,t15000,t15100,t15200,t15300,t15400,t15500,t15600,t15700,t15800,t15900,t16000,t16100,t16200,t16300,t16400,t16500,t16600,t16700,t16800,t16900,t17000,t17100,t17200,t17300,t17400,t17500,t17600,t17700,t17800,t17900,t18000,t18100,t18200,t18300,t18400,t18500,t18600,t18700,t18800,t18900,t19000,t19100,t19200,t19300,t19400,t19500,t19600,t19700,t19800,t19900,t20000,t20100,t20200,t20300,t20400,t20500,t20600,t20700,t20800,t20900,t21000,t21100,t21200,t21300,t21400,t21500,t21600,t21700,t21800,t21900,t22000
29,-87.1,,,,,,,,,,,,,,-1.190112903,-1.881602265,-1.796495882,-1.424155456,-0.961389499,-0.482666094,-0.77787886,-1.138892628,-1.923206353,-1.829088706,-1.059509604,-0.766349995,-0.473190386,-0.180030777,-0.293794588,-0.480722693,-0.742160601,-0.885951451,-0.763418399,-0.20967247,0.344073458,0.721923621,0.689350331,0.656777041,0.586597568,0.390519137,0.194440706,-0.018141526,-0.311301135,-0.604460744,-0.84224576,-0.581659441,-0.321073122,-0.064395598,0.065897562,0.196190722,0.326483881,0.175343816,0.012477367,-0.150389083,-0.08104949,0.016989725,0.115028941,-0.138662699,-0.464395598,-0.790128497,-0.472213187,0.048959451,0.57013209,0.566426147,0.324509979,-0.034771458,-0.164137726,0.133481322,0.311935129,0.431695608,0.371815368,0.351456087,0.411336326,0.510737524,0.630498003,0.602143369,0.572292623,0.542441876,0.301755488,-0.057525949,0.167561869,0.410722963,0.653884058,0.711026915,0.680631778,0.650236641,0.703037071,0.8859639,1.06889073,1.188230562,0.793093784,0.397957006,0.002820228,0.056315668,0.208291352,0.360267036,0.338166196,0.161695608,-0.014774981,-0.145295543,0.031695608,0.208686758,0.385677909,0.301107372,0.124636784,-0.051833804,-0.208304392,-0.325951451,-0.44359851,-0.561245569,-0.540657333,-0.511245569,-0.481833804,-0.516092003,-0.604587578,-0.693083153,-0.772716157,-0.802127922,-0.831539686,-0.860951451,-0.934480863,-1.022716157,-1.110951451,-1.106539686,-0.930069098,-0.75359851,-0.577127922,-0.764469584,-0.97095926,-1.177448935,-1.153010275,-0.947127922,-0.741245569,-0.634186745,-1.045951451,-1.457716157,-1.869480863,-1.856539686,-1.709480863,-1.562422039,-1.436445985,-1.34795041,-1.259454835,-1.17095926,-1.282422039,-1.400069098,-1.517716157,-1.601833804,-1.660657333,-1.719480863,-1.808304392,-2.04359851,-2.278892628,-2.514186745,-2.432021206,-2.255030056,-2.078038906,-2.035363216,-2.211833804,-2.388304392,-2.564774981,-2.510657333,-2.451833804,-2.393010275,-2.283010275,-2.135951451,-1.988892628,-1.900162799,-2.07715395,-2.2541451,-2.431136251,-2.61767414,-2.80674977,-2.995825401,-3.184901031,-3.358010275,-3.01487302,-2.671735765,-2.551833804,-2.434186745,-2.316539686,-2.372729171,-2.549720322,-2.726711472,-2.880069098,-2.938892628,-2.997716157,-3.056539686,-3.327127922,-3.650657333,-3.974186745,-4.085951451,-3.880069098,-3.674186745,-3.468304392,-3.261814717,-3.055325041,-2.848835366,-2.768304392,-2.768304392,-2.768304392,-3.004728233,-4.130556048,-4.608304392,-4.781549425,-4.847774591,-4.913999757,-4.872304392,-4.338971059,-4.48353618,-4.947112339,-5.410688498,-5.524304392,-5.351748101,-4.62327128,-4.58353618,-4.942971059,-5.476304392,-4.312013002,-2.537178565,-3.066979889,-2.978971059
-36.7,136.7,,,,,,,,-1.24734211,-0.984184215,-0.799973689,-0.799973689,-0.799973689,-0.799973689,-0.760500005,-0.681552636,-0.602605268,-0.523657899,-0.511838096,-0.528787248,-0.545736401,-0.562685553,-0.579634706,-0.596583858,-0.599973689,-0.599973689,-0.599973689,-0.581223689,-0.549973689,-0.518723689,-0.487852477,-0.457549446,-0.427246416,-0.387473689,-0.262473689,-0.137473689,-0.012473689,0.033988575,0.071724424,0.109460273,0.147196123,0.184931972,0.233359645,0.2889152,0.344470756,0.400026311,0.455581867,0.493574698,0.461316634,0.429058569,0.403252118,0.435510182,0.467768247,0.500026311,0.532284376,0.56454244,0.596800505,0.629058569,0.661316634,0.693574698,0.73139886,0.770614547,0.809830233,0.849045919,0.888261605,0.886300821,0.866692978,0.847085135,0.827477292,0.807869448,0.761316634,0.696800505,0.632284376,0.648413408,0.745187602,0.841961795,0.857169168,0.750026311,0.642883454,0.57859774,0.542883454,0.507169168,0.451541463,0.390935402,0.330329342,0.300026311,0.300026311,0.300026311,0.270614547,0.123555723,-0.023503101,-0.170561924,-0.199973689,-0.199973689,-0.199973689,-0.199973689,-0.199973689,-0.199973689,-0.193522076,-0.161264011,-0.129005947,-0.09385124,-0.03262675,0.02859774,0.08982223,0.151046719,0.208189577,0.249005903,0.28982223,0.330638556,0.371454883,0.363291617,0.240842638,0.118393658,-0.004055321,-0.126504301,-0.248953281,-0.37140226,-0.49385124,-0.616300219,-0.738749199,-0.811337325,-0.834064598,-0.856791871,-0.879519143,-0.924973689,-1.174973689,-1.424973689,-1.674973689,-1.924973689,-2.222700962,-2.54088278,-2.859064598,-3.177246416,-3.399973689,-3.399973689,-3.399973689,-3.399973689,-3.399973689,-3.387665996,-3.372281381,-3.356896766,-3.34151215,-3.326127535,-3.31074292,-3.286212221,-3.240340661,-3.194469102,-3.148597542,-3.102725982,-3.056854423,-3.010982863,-2.965111303,-2.919239744,-2.873368184,-2.827496625,-2.826640355,-2.893307022,-2.959973689,-3.026640355,-3.093307022,-3.079519143,-3.056791871,-3.034064598,-3.011337325,-3.1110848,-3.333307022,-3.555529244,-3.777751467,-3.999973689,-4.238068927,-4.476164165,-4.499973689,-4.499973689,-4.899973689,-5.47140226,-5.999973689,-6.499973689,-7.09088278,-7.359973689,-6.868155507,-7.095428234,-7.299973689,-7.299973689,-7.299973689,-7.436337325,-7.572700962,-7.638068927,-7.685687974,-7.445428234,-7.499973689,-7.833307022,-7.762830832,-7.59140226,-7.419973689,-7.316640355,-7.372195911,-7.427751467,-7.483307022,-7.459973689,-7.402830832,-7.345687974,-7.299973689,-7.299973689,-7.299973689,-7.299973689,-7.133307022,-6.855529244,-7.08232663,-7.3860848,-7.247195911,-7.108307022,-6.969418133,-6.899973689,-6.899973689,-6.899973689,-6.899973689,-7.122195911,-7.344418133,-7.566640355,-7.71140226,-7.739973689
2.5,9.4,,,,,-1.309941928,-1.809941928,-1.409941928,-1.609941928,-1.809941928,-1.259941928,-1.409941928,-1.609941928,-1.009941928,-1.384941928,-0.709941928,-0.559941928,-0.609941928,-0.643275261,-0.809941928,-0.543275261,-0.709941928,-0.109941928,0.056724739,-0.509941928,-1.409941928,-1.184941928,-0.759941928,-0.959941928,-0.409941928,0.890058072,-1.209941928,-1.109941928,-0.309941928,-0.309941928,-0.709941928,-0.409941928,0.590058072,0.090058072,-0.359941928,-1.159941928,-0.309941928,-0.009941928,0.040058072,-0.143275261,-1.209941928,-0.009941928,-0.809941928,-0.684941928,-0.459941928,-0.776608595,-0.009941928,0.840058072,0.440058072,0.215058072,-0.309941928,-0.059941928,0.015058072,-0.009941928,0.740058072,-0.109941928,-0.359941928,0.390058072,0.090058072,-0.309941928,-0.109941928,0.490058072,0.350058072,0.540058072,0.790058072,-0.509941928,-0.869941928,0.050058072,0.740058072,0.140058072,-0.117634236,-0.559941928,-0.269941928,0.010058072,-0.149941928,0.290058072,0.290058072,0.410058072,-0.829941928,-0.469941928,0.490058072,0.390058072,1.190058072,0.950058072,0.310058072,0.690058072,0.940058072,-0.509941928,0.280058072,-0.129941928,0.210058072,0.390058072,-0.309941928,0.610058072,0.390058072,-0.229941928,0.310058072,-0.309941928,0.210058072,-0.059941928,-0.209941928,0.390058072,0.550058072,0.090058072,-0.159941928,-0.826608595,0.540058072,0.173391405,-0.409941928,-0.359941928,-0.509941928,-0.843275261,-0.895656214,-0.609941928,-0.338513357,-0.809941928,-0.981370499,-1.038513357,-0.609941928,-0.938513357,-0.909941928,-0.224227642,-1.109941928,-0.751608595,-1.168275261,-1.584941928,-1.627588987,-1.509941928,-1.343275261,-1.187719706,-1.076608595,-0.892294869,-0.598177222,-0.694152454,-0.957310349,-1.143275261,-1.309941928,-1.421053039,-1.457310349,-1.194152454,-1.041520875,-1.146784033,-1.294152454,-1.50467877,-1.809941928,-2.209941928,-2.33099456,-2.173099823,-2.139941928,-2.189941928,-2.269941928,-2.369941928,-2.169941928,-1.769941928,-1.924227642,-2.448037166,-2.734941928,-2.784941928,-2.857560976,-2.952799071,-2.937214655,-2.755396473,-2.667084785,-2.952799071,-3.200851019,-3.109941928,-3.019032837,-3.173578292,-3.355396473,-2.996305564,-2.405396473,-2.337214655,-2.79176011,-3.070811493,-2.940376711,-2.809941928,-3.114289754,-3.41863758,-3.205594102,-2.770811493,-2.59689845,-2.814289754,-3.009941928,-3.009941928,-3.167084785,-3.167084785,-3.634941928,-3.584941928,-3.334941928,-3.098830817,-3.009941928,-3.509941928,-3.209941928,-2.709941928,-3.109941928,-2.809941928,-2.082669201,-2.500851019,-2.609941928,-2.609941928,-2.759941928,-2.943275261,-2.976608595,-2.809941928,-2.809941928,-2.863788082,-2.725326543,-2.333018851,-2.563788082,-3.009941928,-3.00224962,-2.343275261,-2.676608595,-2.724227642,-2.676608595,-3.009941928,-3.156608595
-46,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356630015,0.070915729,-0.214798557,-0.332039936,-0.056177867,0.219684202,0.313772872,0.135201443,-0.043369985,-0.0076557,0.170915729,0.349487158,0.185201443,-0.064798557,-0.314798557,-0.029084271,0.256630015,0.457615236,0.319684202,0.181753167,0.074487158,0.038772872,0.003058586,-0.068369985,-0.175512842,-0.2826557,-0.264798557,-0.193369985,-0.121941414,-0.024798557,0.075201443,0.175201443,0.040040153,-0.12125017,-0.282540492,-0.314798557,-0.314798557,-0.314798557,-0.20813189,-0.074798557,0.058534777,0.405201443,0.805201443,1.205201443,1.045201443,0.745201443,0.445201443,0.278534777,0.145201443,0.01186811,-0.014798557,-0.014798557,-0.014798557,-0.041465223,-0.074798557,-0.10813189,-0.16813189,-0.234798557,-0.301465223,-0.20813189,-0.074798557,0.058534777,0.058534777,0.025201443,-0.00813189,-0.180315798,-0.38721235,-0.594108901,-0.584798557,-0.551465223,-0.51813189,-0.244798557,0.055201443,0.355201443,0.136925581,-0.138936488,-0.414798557,-0.34813189,-0.281465223,-0.214798557,-0.111350281,-0.007902005,0.074856616,-0.02859166,-0.132039936,-0.230798557,-0.310798557,-0.390798557,-0.526798557,-0.686798557,-0.790798557,-0.670798557,-0.550798557,-0.427298557,-0.302298557,-0.154798557,0.045201443,0.245201443,-0.064798557,-0.452298557,-0.639798557,-0.432445615,0.03814262,-0.083548557,-0.364798557,-0.864798557,-0.891269145,-0.714798557,-0.402298557,-0.339798557,-0.652298557,-0.614798557,-0.827298557,-2.389798557,-2.167739733,-0.755975027,-2.246048557,-3.664798557,-4.164798557,-4.139798557,-3.927298557,-4.052298557,-3.739798557,-2.989798557,-1.621048557,-0.652298557,-0.777298557,-2.389798557,-4.371048557,-3.933548557,-3.84813189,-4.114798557,-4.302298557,-4.139798557,-3.452298557,-3.593059426,-3.940885513,-4.177298557,-4.302298557,-4.040885513,-3.736537687,-3.764798557,-4.014798557,-3.971320296,-3.927842035,-3.774798557,-3.623494209,-3.66697247,-3.710450731,-3.774798557,-3.814798557,-3.814798557,-3.839798557,-4.089798557,-4.236537687,-4.280015948,-4.314798557,-4.314798557,-4.193059426,-4.019146383,-4.074798557,-4.474798557,-4.319146383,-4.101755078,-4.294798557,-4.692071284,-4.464798557,-4.237525829,-4.102298557,-4.014798557,-4.014798557,-3.981465223,-3.64813189,-3.723494209,-4.071320296
67,7.6,,,,,,,1.425453316,0.471399262,1.854865081,1.156222547,0.759936075,0.136564428,0.353322169,0.354024745,0.911754686,0.725453316,0.256600857,-0.156738464,1.139151947,1.139314703,0.408336199,0.941524745,1.020096174,0.930810459,1.25422044,1.584912776,1.415864275,0.84052181,1.025453316,1.061939803,1.385798144,0.637953316,0.700795782,1.441669533,0.580247837,0.866549207,0.729562906,0.036564428,0.273938165,1.025453316,0.783943883,-0.148905658,1.351868411,1.016592557,0.914178807,1.159276846,0.695823687,0.363258195,0.727922452,0.63277039,1.104465662,1.340087463,0.898292823,0.286428926,0.797902296,0.425453316,0.425453316,0.899527391,1.415697219,0.719280477,1.164477707,0.772366897,0.656065561,0.979998771,0.846071873,0.796665438,0.779839281,0.299527391,1.203502097,0.895823687,0.615697219,0.124218749,-0.657473513,0.655941121,0.143971835,1.023014292,-0.207880017,-0.388609184,-0.544859184,-0.637337381,0.178578316,1.312953316,0.844203316,0.600453316,1.263437813,1.742640816,1.291078316,0.978578316,0.989794402,1.236390816,1.403578316,0.934828316,1.077391301,1.071547066,0.897328316,0.696547066,1.243422066,1.136564428,0.886492278,0.500453316,1.125453316,0.891078316,1.050453316,1.293670371,1.355140816,0.886390816,-0.465952934,-0.617182342,-0.144859184,-0.354234184,0.661390816,0.323127735,-0.518296684,-1.384630717,-2.249546684,-3.499546684,-3.819084499,-3.930380017,-3.876630017,-3.476899625,-3.535723154,-3.559828069,-3.516538026,-3.470365499,-3.330992677,-3.191619854,-3.152324461,-3.638435572,-3.674546684,-3.593991128,-3.663435572,-3.157623607,-2.574546684,-2.688245314,-3.134268906,-3.474546684,-3.340063925,-3.41873273,-3.623566291,-2.909029442,-2.602269456,-3.045315914,-1.601819411,-2.95371335,-2.003958448,-2.773435572,-2.218777453,-2.183521043,-2.028392837,-2.130796684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.8,-26,,,,,,,,-1.18821347,-0.845356327,-0.921546803,-1.032657914,-0.78821347,-0.68821347,-1.31321347,-0.877102358,-0.821546803,-1.06321347,-0.743769025,-1.13821347,-1.121546803,-0.58821347,-1.121546803,-1.209642041,-0.901546803,-1.034880136,-1.00821347,-0.921546803,-1.254880136,-1.302499184,-1.201546803,-1.26821347,-1.14821347,-1.010435692,-1.08821347,-1.221546803,-1.221546803,-0.943769025,-0.921546803,-0.732657914,-0.865991247,-0.98821347,-0.98821347,-0.343769025,-0.877102358,-1.08821347,-1.021546803,-0.965991247,-0.721546803,-0.75821347,-0.71821347,-0.61821347,-0.58821347,-0.79821347,-0.81821347,-0.85821347,-1.02821347,-0.94821347,-1.121546803,-0.743769025,-1.08821347,-0.48821347,-0.554880136,-0.865991247,-1.032657914,-0.01321347,-0.48821347,-0.18821347,-0.46321347,0.245119864,-0.399324581,-0.510435692,-0.51321347,0.034008753,-0.68821347,-0.00071347,0.445119864,0.067342086,0.234008753,0.33678653,0.134008753,-0.18821347,-0.26321347,-0.154880136,-0.199324581,0.03678653,-0.199324581,0.51178653,0.452963001,0.289564308,0.178453197,0.31178653,-0.08821347,0.06178653,0.25178653,-0.03821347,-0.18821347,-0.121546803,0.01178653,-0.28821347,0.145119864,0.145119864,0.03678653,-0.23821347,-0.121546803,-0.406395288,0.06178653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.1,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.286807512,0.814347128,1.181319606,1.279275045,1.724241667,1.643755564,1.481417902,1.319080239,2.07498933,1.638625694,1.512767108,1.817370283,1.98498933,1.620703616,1.360218688,2.269199857,2.595115913,1.521352967,1.030443876,1.648625694,1.28498933,1.648625694,1.112262058,1.146605492,1.348625694,1.71298933,1.337716603,1.577716603,1.841352967,1.737819519,1.35498933,0.766177449,0.342132187,0.023307087,-0.68501067,-1.294101579,-1.380465215,-2.571741439,-1.129433747,-2.29001067,-1.827386907,-2.07491166,-2.36301067,-2.535465215,-2.130968116,-2.18043123,-1.861913325,-1.569265989,-1.774823754,-1.738019519,-1.687907866,-1.988461997,-1.758431722,-1.228647033,-1.482267307,-0.61501067,-0.629963941,-0.809700935,-0.278727484,-0.379496651,-0.199966422,-0.11501067,-0.238344003,0.546691458,-0.081677336,-0.16501067,-0.59501067,-0.16501067,-0.081677336,-0.61501067,-0.53501067,-1.13501067,-1.75501067,-1.448344003,-1.609747512,-2.783431722,-2.09001067,-2.79501067,-2.26501067,-1.76501067,-1.62621067,-1.64221067,-1.65821067,-1.67421067,-1.69021067,-1.70621067,-1.66461067,-1.55261067,-1.44061067,-1.32861067,-1.21661067,-1.10461067,-1.03741067,-1.14941067,-1.26141067,-1.37341067,-1.48541067,-1.59741067,-1.70941067,-1.68461067,-1.65261067,-1.62061067,-1.58861067,-1.55661067,-1.52461067,-1.537232892,-1.568978924,-1.600724955,-1.632470987,-1.664217019,-1.695963051,-1.683264638,-1.603899559,-1.524534479,-1.4451694,-1.36580432,-1.286439241,-1.201677336,-1.068344003,-0.93501067,-0.801677336,-0.81301067,-1.09301067,-1.37301067,-1.41501067,-1.41501067,-1.41501067,-1.41501067,-1.41501067,-1.41501067,-1.33501067,-1.201677336,-1.068344003,-0.93501067,-1.08501067,-1.28501067,-1.387808597,-1.31008839,-1.232368183,-1.154647975,-1.076927768,-0.999207561,-0.921487354,-0.843767146,-1.010865592,-1.321746421,-1.353245964,-1.26501067,-1.176775376,-1.176775376,-1.382657729,-1.588540081
36.1,-2.6,,,,,,,,,,,,0.085389643,0.006465876,-0.172906321,-0.286231979,-0.151096843,-0.016404079,0.118125069,0.388092346,0.780008477,0.510950181,0.241891885,0.238768021,0.257586952,0.167900854,0.096200454,0.231335589,0.231577984,0.141891885,0.185389643,0.455659913,0.260642168,0.008116916,0.605844188,0.349026007,0.355844188,0.570238128,0.770668831,0.71990741,0.709632067,0.785389643,0.633874492,0.489935098,0.717207825,0.785389643,0.722098504,0.778666954,1.187921289,0.941692164,0.322098504,0.469423256,0.585389643,0.36505066,0.085389643,0.085389643,0.085389643,0.276986282,0.341085846,0.433288803,1.039820023,1.190189643,1.063650513,1.185389643,1.190824426,1.285389643,1.285389643,1.203867904,1.006252952,0.741911382,0.585389643,0.676693991,1.232871657,1.448698996,1.034302686,1.048148264,1.173008691,1.128701745,0.74653614,0.605389643,0.585389643,0.625389643,0.683478815,0.04653614,0.291103929,0.446149137,0.003111162,0.259675357,0.285389643,0.3825325,0.647979571,0.863806909,1.234409251,0.891271996,1.130487682,1.39263602,1.02950729,0.974605329,0.991271996,1.471847976,1.501179117,0.764337011,0.264213172,-0.021669181,0.297889643,0.526566114,0.828919055,0.337175357,0.185389643,0.487889643,0.320524778,-0.790120561,-0.516651173,-0.039267891,-0.253799546,-0.79657757,-1.414610357,-2.169712398,-3.677110357,-3.30656438,-2.866334495,-3.312855971,-4.096753214,-5.028896071,-5.714610357,-5.971753214,-6.043896071,-5.829610357,-6.143181786,-5.621753214,-4.78758333,-4.137824643,-3.710528724,-3.545379588,-3.655269698,-3.570860357,-3.003134947,-2.437191002,-2.740839865,-2.617889046,-2.914610357,-2.736561576,-2.687781089,-3.331683528,-3.002110357,-4.058445973,-3.643777024,-4.211858063,-5.052025323,-5.392161377,-5.815281498,-6.120015762,-5.489385132,-4.858754501,-5.126690894,-5.572268015,-6.1578536,-6.481724451,-5.877697605,-5.788596843,-5.889948195,-5.991299546,-6.422718465,-6.82812387,-7.233529276,-7.475684182,-7.614610357,-7.614610357,-7.318119129,-6.335662989,-6.511101585,-6.470750708,-6.347241936,-6.838470006,-7.329698076,-7.712855971,-7.9467741,-7.890048953,-7.081277024,-5.794727316,-5.564899374,-5.566909208,-5.969208058,-6.371506909,-6.773805759,-6.464393907,-5.771753214,-5.314610357,-5.314610357,-5.314610357,-5.314610357,-5.351679322,-5.394782771,-5.414610357,-5.414610357,-5.376679322,-5.222402565,-5.352272695,-5.482142825,-5.514610357,-5.514610357,-5.514610357,-5.479696564,-5.350386219,-5.221075874,-5.461008052,-5.720374046,-5.97974004,-5.990472426,-5.731851736,-5.557034599,-5.822186115,-6.08733763,-6.054610357,-6.73213613,-6.5574675,-6.271753214,-5.986038928,-5.8374675,-5.894610357,-5.951753214,-6.008896071
-45.5,174.9,,,,,,,,,,,,,,,,,,,,,-2.831938773,-2.613598162,-2.438925673,-2.438925673,-2.438925673,-2.203117813,-1.941109079,-1.971534369,-2.188925673,-2.311851437,-2.224515193,-2.138925673,-2.138925673,-2.138925673,-2.138925673,-2.138925673,-2.154792832,-2.191693201,-2.22859357,-2.291866849,-2.365396261,-2.438925673,-2.291866849,-2.238925673,-2.302896261,-2.523484497,-2.402160967,-2.338925673,-2.338925673,-2.338925673,-2.528631555,-2.528631555,-2.380407155,-2.676703451,-2.622749202,-2.665396261,-2.912999747,-2.542629377,-2.438925673,-2.438925673,-2.438925673,-2.587073821,-2.686719791,-2.696278614,-2.549219791,-2.47054332,-2.481147895,-2.506572732,-2.359513908,-2.212455085,-2.138925673,-2.149955085,-2.223484497,-2.122749202,-2.133778614,-2.338925673,-2.338925673,-2.285984497,-2.193925673,-1.788925673,-1.686425673,-1.718925673,-1.593925673,-1.293925673,-0.856425673,-0.478925673,-0.261425673,-0.323925673,-0.291425673,-0.198925673,0.051074327,0.126074327,0.063574327,0.061074327,0.106074327,0.231074327,0.22940766,0.187740994,0.116074327,-0.008925673,-0.086425673,-0.118925673,0.006074327,-0.078925673,-0.328925673,-0.158925673,0.051074327,0.301074327,0.551074327,0.711074327,0.398574327,0.131843558,0.081074327,0.542612789,1.225689712,1.409911536,1.190305096,0.739535865,0.431843558,0.361074327,0.180305096,-0.086212495,0.223865025,-0.009694904,-0.362002596,-0.692259006,-0.817020911,-0.790354244,-1.026544721,-0.988449483,-1.607497102,-2.226544721,-2.052259006,-1.861782816,-2.048449483,-2.286544721,-1.670354244,-2.064639959,-2.338925673,-2.638925673,-2.813925673,-2.25559234,-3.436147895,-3.283370117,-3.058773001,-3.693887505,-3.922895139,-3.938925673,-4.035108879,-4.175566894,-4.290070711,-4.404574528,-4.438925673,-4.260299719,-3.87584875,-4.337387211,-4.438925673,-4.367169948,-4.263415469,-4.416476693,-4.538925673,-4.497387211,-4.420605062,-4.344269184,-4.713925673,-4.773211387,-4.862002596,-4.881782816,-4.997579519,-5.23606853,-5.206233365,-5.038925673,-5.163444904,-5.499983365,-5.738925673,-5.71584875,-5.619878054,-5.567771827,-5.717973292,-5.533156442,-5.438925673,-5.438925673,-5.532259006,-5.672418496,-5.815959166,-5.919694904,-5.938925673,-6.227387211,-5.792771827,-6.240830435,-6.102387211,-6.23606853,-6.282194904,-6.172259006,-6.227387211,-5.977020911,-6.038925673,-6.038925673,-6.013211387,-5.917771827,-5.907497102,-6.151425673,-5.530299475,-5.43445283,-5.338606184,-5.242759539,-5.421782816,-4.651425673,-4.704639959,-5.29084875,-5.364639959,-5.549502596,-5.24084875,-5.162735197,-5.354310288,-5.652259006,-5.838925673,-5.928449483,-5.796617981,-5.619878054,-5.938925673
-40.4,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.229267141,-0.569273407,-0.552481427,-0.823659371,-0.472782178,-0.756526939,-0.772870838,-0.726929031,-0.680987224,-0.635045417,-0.58910361,-0.543161803,-0.027481427,0.424586243,0.264711999,0.127217822,0.14170315,0.190375716,0.190375716,0.174586243,0.090375716,0.090375716,0.170200278,0.190375716,0.279264605,0.383305009,0.331284807,0.48422187,-0.855078829,0.390375716,0.541890868,0.590375716,0.793406019,0.402496928,0.790375716,0.602496928,0.597970653,0.515907631,0.452077844,0.541439546,0.67229061,0.513779972,0.206333163,0.197822525,0.860588482,0.462716142,0.37122678,0.663779972,0.557396993,0.490375716,0.67335444,0.890375716,0.890375716,0.890375716,0.890375716,0.835613811,1.057042383,0.868947145,0.630375716,0.390375716,0.590375716,0.366133292,0.190375716,0.069845915,0.147238461,0.014375716,0.290375716,0.290375716,0.470767873,0.057042383,0.018375716,-0.109624284,-0.268447813,-0.348733195,-0.398238145,-0.028436165,-0.356683107,-0.802693591,-0.986064074,-1.090776116,-1.109624284,-1.109624284,-1.109624284,-1.134330166,-1.193153696,-1.251977225,-1.307243331,-1.188195712,-1.069148093,-1.194809469,-1.370371947,-1.244203723,-1.187402062,-1.428315873,-1.473175686,-1.22629095,-1.504068728,-1.326446714,-1.054484097,-1.270493849,-1.573513173,-1.781586901,-1.594671013,-1.411476136,-1.596661321,-1.864311784,-1.942436784,-2.028543203,-2.163678338,-2.15765578,-2.201030534,-2.409624284,-2.409624284,-2.671041607,-2.722124284,-2.565874284,-2.409624284,-2.645844756,-2.880718034,-2.797025859,-2.465874284,-2.778374284,-2.950249284,-2.765529796,-2.591655534,-2.826030534,-3.060405534,-3.296238457,-3.328374284,-3.171829008,-3.014348693,-3.085405534,-3.055718034,-3.041907748,-3.076811784,-2.842436784,-3.078374284,-3.300962866,-3.385405534,-3.300249284,-2.987749284,-3.02773452,-3.207583467,-3.410760647,-3.480078829,-3.252806102,-3.117578829,-2.298260647,-2.244851556,-2.809624284,-2.856215193,-2.969851556,-3.08348792,-3.859624284,-3.711897011,-3.857351556,-4.009624284,-4.089169738,-4.030760647,-4.05348792,-4.076215193,-4.098942466,-3.927806102,-3.109624284,-2.984624284,-2.918715193,-3.250533375,-3.539169738,-3.477806102,-3.794809469,-3.498513173,-3.855276458,-3.661798197,-3.81629095,-4.070493849,-4.107450371,-4.309624284,-4.451846506,-4.227402062,-4.978855053,-4.281052855,-4.08544846,-4.009624284,-4.270493849,-4.125008899,-5.074459449,-4.781363414
