Time,South_Atlantic,S_Australia,China,C_Africa,Arabian_sea,W_Africa_coast,Scandinavia,Offshore_oregon,Caribbean,Tropical_E_Pacific,W_S_America,Antarctica,Indonesia,Philippines,Iceland,N_Atlantic,Alaska,Mediterranean,New_Zealand,Japan,Greenland,Global
8800,-0.312601006,0.13720367,-0.185158121,0.086025271,1.075001127,0.263926197,-0.031234121,-0.016273874,-0.182234944,0.373066561,-0.204023383,0.902734342,0.059051847,0.037356163,1.189598198,-0.322389603,0.039509292,-1.388361326,0.14637886,-0.501721789,-3.385462572,2.883740783
8900,-0.096073936,0.34178649,-0.094861113,-0.049376897,1.082130007,-0.01773522,-0.481332367,-0.101617713,-0.069547607,0.018149591,-0.085647658,0.751324137,0.100271501,-0.000739625,1.696947397,-0.149834571,0.000439816,-1.309431881,0.109464097,-0.720334344,-4.665011429,3.944677085
9000,0.534433952,0.412904315,0.03712388,0.034053401,1.311113447,-0.135351727,-0.21744399,-0.854287823,-0.059623816,-0.140475297,0.329929575,1.352413148,-0.033564353,0.229943742,0.401952308,-0.266408889,-0.130901671,-1.349451095,0.661819648,-0.539541743,-1.757461024,1.217919281
9100,0.525327336,0.549210078,0.124806888,0.02931369,1.436329485,-0.078120611,-0.394972427,-0.922605811,-0.048310603,-0.035846828,0.402106804,0.950429674,0.013918647,0.055719426,-0.265944211,0.05590749,-0.191501165,-1.618994495,0.621597455,-0.961118489,-3.817745977,2.856627487
9200,0.462108933,0.394484078,0.150194886,0.061108984,1.04203531,-0.184470808,-0.252054383,-0.719617208,-0.019788464,-0.071618711,0.543323433,1.180302579,0.164433794,0.294768102,0.560381731,-0.046831392,0.001276445,-1.325153329,1.142219938,-0.571208134,-2.148459572,1.577251438
9300,0.872054018,0.513615078,0.053416884,0.045209128,0.596899865,-0.160281077,-0.144256769,-0.743533131,-0.041514737,-0.17980277,0.392850464,0.731124439,0.106334597,0.118343966,0.500774805,-0.199071339,-0.027550026,-1.215557946,0.886235716,-0.361963142,-3.144730929,2.782767787
9400,0.19898998,0.335958078,0.277496889,-0.171700094,0.159543192,-0.309822378,-0.066053066,-0.720451604,-0.066929133,-0.297178622,0.396223053,0.501898601,0.159068973,0.241954155,-0.025930693,-0.448235575,0.013850654,-0.880470172,0.708215848,-0.33643858,-3.372974453,3.036535872
9500,-0.346933113,0.173795078,0.283803889,-0.247918738,0.248389418,-0.108706393,-0.099024301,-0.806627814,-0.087761197,-0.21385659,0.488337508,0.91223809,0.338822318,0.252908432,0.197307879,-0.193923416,-0.012062006,-0.856505004,0.922651709,-0.299546024,-3.458122882,3.158576857
9600,-0.151345554,0.374385078,0.319286882,-0.120869016,0.31390562,0.175530468,-0.139311778,-0.564493852,-0.102435198,0.049829198,0.389226663,0.146091355,0.18422109,0.316448044,0.182925284,-0.35291699,-0.014279735,-0.85897476,0.82531423,-0.319462453,-3.072905548,2.753443095
9700,0.166581731,0.270057471,0.350866875,-0.026082331,0.497083218,0.020696221,-0.196972214,-0.676956428,-0.184459764,0.080189957,0.148355517,0.310283422,0.028128427,0.130762975,0.06948359,-0.574528265,0.089533429,-0.855108292,0.362802533,-0.072747888,-2.970316477,2.897568589
9800,0.556283194,0.041973407,0.415807448,-0.287185866,0.449970311,-0.251087645,-0.050165865,-1.00341431,-0.147192805,0.064823749,0.138510573,0.651345714,0.159319939,0.168278156,-0.470802208,-0.65670667,0.174867185,-0.628162185,0.761863708,0.038817691,-2.941284001,2.980101691
9900,0.588861708,0.117907844,0.262403021,-0.219386725,0.314981345,-0.15236795,0.063143417,-1.055997363,-0.27349519,-0.086083315,0.052245168,0.380970164,0.195527935,0.304580075,0.589824466,-0.489356793,0.177340211,-0.680833369,0.787800503,0.067776652,-2.258649001,2.326425653
10000,0.359686807,0.106871628,0.217376594,-0.267735662,0.283321297,-0.36821916,-0.295912168,-1.068319568,-0.381027293,-0.075854234,0.105598027,0.211479789,0.259250518,0.244002833,0.136392812,-0.271811418,0.17628809,-0.583230332,0.619750077,-0.068899459,-2.027055001,1.958155542
10100,0.638659055,0.288343142,0.319103167,-0.272322931,0.383194698,-0.153633392,0.00432338,-0.785317018,-0.32413537,0.094559468,0.115343606,0.255951347,0.07826986,0.1255806,0.291473688,-0.220160331,0.244560517,-0.497546715,0.588824923,-0.057080093,-2.060812453,2.00373236
10200,0.229805555,0.21775565,0.25107874,-0.314995199,0.525035713,-0.15831167,-0.175519008,-0.437405323,-0.228298352,-0.034392656,0.22295496,-0.128969156,-0.038293886,0.075351967,-0.014915002,0.329537803,0.078344519,-0.48111962,0.493296032,-0.182012684,-0.713223474,0.531210789
10300,-0.017406003,0.323946157,0.185482313,-0.248857255,0.534606631,-0.047230077,0.088447083,-0.468733605,-0.096610339,-0.029936981,0.019674644,-0.7889118,-0.170452246,0.101038655,-0.03968995,0.061191971,-0.008172841,-0.495555103,0.089496146,-0.324862265,-1.288185465,0.9633232
10400,-0.535679061,0.255204667,0.122477886,-0.030228996,0.302675675,-0.044694049,-0.000926993,-0.488010827,0.118324591,0.006655458,-0.110204431,-1.08013672,0.007165007,-0.084907725,-0.061831597,0.3265738,-0.016705785,-0.468754283,0.03622383,-0.252284291,-0.725674488,0.473390197
10500,-0.141973459,-0.007275187,0.312119546,-0.020744264,-0.70314967,-0.264719512,-0.096789884,-0.203026841,0.063428442,-0.040069001,0.109891025,-0.617343304,-0.002056986,0.143073411,-0.197643459,0.172230979,0.098876022,-0.213351196,0.340670904,0.259322229,-0.583213504,0.842535733
10600,0.146792149,-0.142199509,0.389318206,0.053029463,-1.483776287,-0.182939002,0.050629851,-0.217411835,0.108781985,-0.163918439,0.026819125,-1.087337594,-0.039195812,0.031940616,0.121173924,0.268087533,0.145902301,0.076357264,0.021555068,0.297217913,-0.177540489,0.474758401
10700,0.179035655,-0.221688831,0.55641588,-1.469554237,-1.69378376,0.052467899,0.556692385,-0.136114006,0.024916165,0.067148365,-0.10669442,-0.861671736,-0.009482068,0.045192024,-0.050299808,0.025676937,0.395983632,0.260886988,-0.205354645,0.42533388,0.531793509,-0.106459629
10800,-0.272489746,-0.249324668,0.587024525,-3.210750247,-1.165114962,0.03541299,0.847942334,0.219448158,-0.069953498,0.259731508,-0.073796647,-0.778817159,-0.056975269,0.155367568,-0.576641735,0.394449624,0.189099659,0.404555414,-0.228306884,0.585786126,1.402068964,-0.816282837
10900,-0.24718095,-0.463489505,0.7114632,-1.044225635,-0.178451584,0.244069169,0.80517149,0.371356157,-0.026960627,-0.420832946,-0.049067727,-0.576047239,-0.071813334,-0.090041502,-0.671037648,0.245620261,0.364331725,0.702847042,-0.723210232,0.541263372,2.393343,-1.852079627
11000,-0.170078284,-0.224333231,0.805128875,0.132667612,0.012893608,0.038820236,0.469321912,0.534049463,-0.072933516,-0.115006756,-0.115703116,-1.050308491,-0.095413029,-0.075021664,-0.679154535,0.061334967,0.361612722,1.401964437,-0.392933632,0.587085418,1.084099476,-0.497014058
11100,-0.656160272,-0.13909425,0.510813865,-0.425761293,0.006917476,0.062280932,0.667795609,-0.19970321,0.00641518,0.169180779,-0.17270756,-1.002025038,-0.021246226,0.035726751,-1.065226808,0.479692578,-0.010821014,1.703433836,-0.396405928,0.648755287,2.209137071,-1.560381784
11200,0.179390473,-0.22074927,0.072207885,-1.013089719,-0.160333383,0.038970805,0.686008652,-0.726522217,-0.053162234,-0.096020503,-0.1659747,-1.036126239,-0.075555325,0.091491263,-0.713376025,-0.076360442,0.105796699,1.57415236,-0.438596788,0.46080139,2.364938523,-1.904137133
11300,0.260863275,-0.455274289,-0.095456117,0.083240407,-0.381273144,-0.020532515,0.571377805,-0.540376904,-0.206436317,-0.344905557,-0.128814806,-1.0138898,-0.186395894,0.144017406,-0.725855832,-0.461859502,-0.21795605,1.979994484,-0.234205971,0.45409553,2.081687047,-1.627591517
11400,-0.322814272,-0.245930308,-0.425226119,1.05955418,-0.748470301,0.153082995,1.839238267,0.125351756,0.032890093,-0.356871516,-0.347650893,-0.957781663,-0.064978788,-0.199563047,-0.666839758,-0.326657206,-0.340971573,2.656680176,-0.2596361,1.001527973,4.370595715,-3.369067741
11500,-0.21278556,-0.094062327,-0.734981114,0.817512473,-1.109788858,0.183462231,1.640057301,0.571036084,0.485784696,-0.253849123,-0.369489146,-0.686921006,0.063553546,-0.129517995,-0.664101713,-0.226302853,-0.249161755,2.804031781,-0.500713247,0.632355517,0.246701428,0.385654089
11600,0.253161478,-0.082516346,-0.804085105,-2.232576984,-1.426008393,0.223813809,2.077271469,1.451082915,0.683617088,-0.11719603,-0.377023495,-0.999478884,0.112967488,-0.172434395,-0.135131849,0.035010882,0.056400233,2.900711913,-0.981171839,0.777883946,0.471079452,0.306804494
11700,-0.425221065,0.005829634,-0.805991127,-0.71338641,-1.65639331,0.135368259,1.181286752,1.897911168,0.666995643,0.032861704,-0.384996268,-1.253778466,-0.065654421,-0.250837005,-0.357019975,0.253382319,0.24525461,3.011567793,-1.402132009,0.89000295,10.63351803,-9.743515075
11800,-0.594189586,-0.074215385,-0.857371118,1.168870628,-2.098542552,0.112547464,1.140359241,2.241457052,0.523813833,0.046156839,-0.465814695,-1.5903436,-0.240807566,-0.526336305,0.659915085,0.711480187,0.14821676,2.781791918,-1.499079184,0.090097746,10.86773464,-10.77763689
11900,-0.33147836,-0.032905404,-0.92300114,1.337499863,-2.538867294,0.233551194,0.912611499,2.308473365,0.655591472,0.300453603,-0.688301965,-2.018008541,-0.153071091,-0.569699034,1.539406935,1.725996597,0.138878312,2.797556534,-1.869072181,1.57194817,12.86530391,-11.29335573
12000,-1.20579456,0.082850742,-0.939652102,1.445064625,-2.692836429,0.321302115,0.68621495,2.329355734,0.697980186,0.344772708,-0.835330609,-1.651076662,-0.246196771,-0.703084856,1.518894038,2.552639625,-0.194423256,2.958857993,-2.186073655,0.995552385,10.30307381,-9.307521425
12100,-0.661920073,-0.145043007,-1.095621102,1.179694254,-2.606697531,0.402796117,0.441241331,2.42241176,0.816673097,0.295873633,-0.979029498,-1.682709236,-0.443096902,-0.773400057,1.594803154,2.649520308,-0.440442835,3.230420926,-3.398876622,0.488363796,13.12390843,-12.63554463
12200,-1.224858282,-0.280113756,-1.316204102,1.319987764,-2.56057872,0.448266948,0.501228088,2.419306938,0.673193136,0.182713792,-1.12456306,-2.02052175,-0.331234766,-0.775483565,1.814478042,2.507817995,-0.380062029,3.500957855,-3.946794656,1.040116321,10.29210721,-9.251990893
12300,-0.618168378,-0.164717445,-1.451812102,1.42883938,-2.469462641,0.746511366,0.410518683,2.344274265,0.308462634,0.016280775,-0.797617182,-1.68949429,-0.372420282,-0.548488851,2.027846005,2.234487199,-0.504199316,3.613210042,-2.900096868,0.842742254,12.72329905,-11.8805568
12400,-0.646314214,0.199119557,-1.508769161,1.325442799,-2.343099496,0.840390126,0.476435477,2.339043254,0.352755221,0.019049726,-0.555142536,-1.264715322,-0.27171146,-0.694922438,2.162499541,2.17048593,-0.580767055,3.59877536,-2.359718245,0.937863708,13.01609631,-12.0782326
12500,-0.374610802,0.086315116,-1.246827125,1.598853158,-1.956777286,0.980112837,0.470756074,2.177013692,0.575532832,0.073310831,-0.451160016,-0.907792347,-0.132179082,-0.493439317,2.286267623,2.378880605,-0.618955666,3.450025417,-1.754912735,1.566647283,11.72906152,-10.16241424
12600,-0.051982577,-0.007448884,-1.05187759,1.883089022,-1.679275221,1.12807206,0.569921843,2.268964912,0.461909843,0.237100838,-0.353011789,-0.115176194,-0.139598593,-0.649199432,2.375348341,2.62684337,-0.417501495,3.198071735,-1.019407797,0.893020326,13.92361262,-13.03059229
12700,0.097260157,0.489725116,-0.672031114,2.636727172,-1.251458755,0.913829923,0.559756882,2.149932301,0.614709845,0.317016909,-0.018149579,-0.213916353,0.014717055,-0.307654602,2.058682155,2.575090373,-0.536144815,3.219783909,-0.861969068,1.330485923,15.29744264,-13.96695672
12800,-0.215887863,0.764086116,-0.474407113,2.727741908,-0.641690191,0.810046477,0.556379909,2.025189899,0.635843241,0.300236923,0.035094271,0.116394933,0.299184349,-0.259799574,1.797255001,2.476240038,-0.541189399,3.217482122,-0.5237981,1.288025673,8.247480834,-6.959455161
12900,0.060560378,1.057620463,-0.470148112,2.616211162,-0.279550143,0.875917312,0.143979619,1.646929816,0.280128918,0.269976725,0.321027896,0.59378448,0.119824564,0.189062056,0.658877816,2.107607106,-0.603332292,2.802222296,-0.162118527,1.047726557,4.456496571,-3.408770014
13000,0.603320361,1.330696216,-0.480663117,2.38551448,-0.213751791,0.768578118,-1.583185999,1.172558767,0.116168264,0.309217975,0.511061343,0.771050807,0.312979677,0.365680407,-0.211023457,1.655611922,-1.250756324,2.477667319,0.882556291,1.195822884,6.718728523,-5.522905639
13100,0.537914837,1.622698969,-0.455127114,2.273978926,-0.05247651,0.83971523,-1.753824614,0.372457678,0.196379851,0.238272825,0.543145724,1.402860092,0.324816,0.281064299,0.60384126,0.55429805,-1.32366831,2.033175323,1.476706109,1.313511536,11.32940693,-10.01589539
13200,0.631083025,1.365906722,-0.474679125,2.123431563,0.010798045,0.860755854,-1.850182366,1.061528968,0.212380552,0.283140491,0.305816358,1.079701608,0.433391937,0.095988873,0.866231674,-0.197502002,-1.247524609,1.757334974,1.321222907,1.123730409,8.206556234,-7.082825825
13300,0.392884187,1.499217021,-0.252075114,2.185889772,0.1477356,0.873763056,-2.088185069,1.140584748,0.17502345,0.21228927,0.569462374,0.955628987,0.245378417,0.145240168,-1.087507652,-0.086320773,-1.589833258,1.680948984,1.050601035,1.341968298,4.501836476,-3.159868178
13400,0.185746748,1.478098021,-0.120136102,2.305603218,0.356593118,0.991405893,-1.887503906,1.237816472,0.243300434,0.253814523,0.646222676,0.752706429,0.330671882,0.233766295,-1.497753994,0.031105401,-1.613277879,1.41527065,1.345690282,1.19630005,2.998563524,-1.802263474
13500,0.700826086,1.433053521,0.04817291,2.24385221,0.490018287,0.588240838,-2.118158371,1.1582667,0.307749379,0.260368572,0.680934903,0.413828928,0.390174433,0.136127715,-1.746529755,0.469147315,-1.945641724,1.302744391,1.473970331,0.37496038,1.805877,-1.43091662
13600,0.436846229,1.296915021,0.225676863,2.128596051,0.681576381,0.464354577,-2.353387604,0.458789711,0.407213152,0.277074388,0.604438897,0.639012829,0.431473994,0.00101554,-1.166019372,0.341474978,-2.026350729,1.241901006,1.128618232,1.239313607,6.00927876,-4.769965153
13700,0.735489193,1.478625021,0.487197934,1.7176782,1.070154529,0.539726772,-2.111831968,1.434040117,0.228248562,0.434135627,0.673915048,-0.057181117,0.350582904,-0.036997639,-0.720645981,-0.060763267,-1.886955972,1.162296382,1.140109239,0.953828579,1.886771619,-0.93294304
13800,0.202086383,1.170154377,0.494503886,1.233599588,1.300507935,0.465790807,-2.407422936,1.625404968,0.497281365,0.387015001,0.434487366,-0.404997993,0.25282386,-0.169149241,-0.975204091,0.113340136,-2.010659659,1.026141151,0.782502422,1.256244888,3.538419976,-2.282175087
13900,0.025259467,-0.839960297,0.618566839,0.816973284,1.481652954,0.203429453,-2.586896637,2.53609573,0.619940445,0.375063261,0.091087285,-1.462230908,0.173049612,-0.44317655,-0.639053276,-0.133576662,-2.050304534,1.097505187,0.169430716,0.59907948,1.791785428,-1.192705948
14000,-0.401557775,-3.572733733,0.32627091,0.797537405,0.982436268,0.210290578,-3.74152604,1.133601102,0.482967549,0.02251832,-0.213134429,-1.849919457,0.195636336,-0.705136629,-2.111887298,-0.566654381,-3.588440571,0.392194798,-0.464543969,0.499521763,6.598784214,-6.099262451
14100,-0.522487116,-2.399208407,-0.076566812,1.297045409,0.357906462,0.356194746,-4.200546756,0.313481552,-0.333592926,-0.256453717,0.003594653,-1.450249775,0.298302766,-0.383269853,-3.762662872,-0.608411014,-4.220362753,-0.399557685,-0.071524297,0.068045492,0.438615976,-0.370570484
14200,0.217348504,-1.508387081,-0.126485415,1.609289528,0.254951086,0.371666862,-4.377656048,0.349979954,-0.520880374,-0.084642539,0.592097832,0.451170907,0.737210687,0.414638956,-3.532535599,-1.091084212,-4.477839446,-0.605806196,2.619580476,-0.189628207,-0.555533525,0.365905317
14300,0.727395204,0.412683245,0.171354863,1.954761622,0.546531452,0.46261714,-3.225314037,1.138352642,-0.122625843,0.450131788,1.186915637,3.040296235,1.151563114,1.073270625,-2.526126816,-0.444790449,-3.196614854,-0.24056153,4.543971816,-0.025009478,-2.488321474,2.463311996
14400,0.649231121,0.747420596,0.644932886,2.112126603,0.677075645,0.393814795,-1.792700514,1.286233957,0.188253809,0.655685652,1.143858625,2.70100024,1.09417995,1.284507124,-1.077316422,0.421541777,-1.646766292,0.994466888,4.625725124,0.658191833,-2.206197444,2.864389277
14500,-0.2037079,-0.1363639,0.74406291,1.831543824,0.751910338,0.291112303,-0.90649095,1.153306222,0.276308731,0.656951709,0.453853227,1.176793483,1.000134385,0.612416017,-0.677891468,1.385177496,-1.526370519,1.588967492,4.021285057,0.651545491,-4.558570477,5.210115967
14600,-0.305826647,-0.819664397,0.822425934,1.655531371,0.579260856,0.071970034,-0.741656037,0.88214752,0.456130266,0.519438158,0.036071128,-1.044502814,0.822019305,0.599863729,0.016831564,4.455586617,-1.244349056,1.752027555,2.961009389,1.080228836,-0.823451465,1.903680301
14700,-1.583067468,-2.812105631,1.176592815,1.913076938,0.285741084,0.043920889,-0.77972123,1.446186142,0.494944321,0.238218836,-0.473955735,-3.057647163,0.412034218,0.103742906,0.46734405,4.894960995,-1.028436195,2.664491209,0.828908386,0.844375245,11.43343771,-10.58906247
14800,-1.404607178,-4.403991927,1.345158815,1.587550559,-0.207382719,0.09939742,-1.10198835,2.539371305,0.523891511,-0.056329492,-0.474123958,-3.984290741,0.117808535,0.151628493,1.408143013,5.01539039,-1.193679461,3.290563888,-0.85443,2.210951677,10.28657002,-8.075618342
14900,-1.188104894,-4.616315824,0.95508991,1.309699631,-0.332130867,0.266597247,-1.082395411,1.526510033,0.21851974,-0.239272727,-0.47509031,-3.937562853,0.267996055,0.121504225,2.135520006,4.954239148,-1.087514541,3.592508694,-0.890680763,1.995261816,9.072665047,-7.077403231
15000,-1.051273678,-4.950743158,0.590670886,0.575115908,-0.575150515,0.410455168,,2.440728932,0.643792874,-0.267063716,-1.432849138,-4.197558455,0.456342694,-0.016925433,1.749821055,4.404920373,-0.476203964,3.810817541,-1.062183494,2.296637233,12.05570704,-9.759069811
15100,-0.518124682,-4.887459354,2.744473815,0.446843906,-0.646202164,0.5348422,,2.611252028,0.673947761,-0.180793662,-1.78331998,-4.028217139,0.323786026,-0.010346759,1.45838183,4.085607378,-0.18643234,3.903549544,-1.018202371,2.527843237,9.591029425,-7.063186187
15200,-0.660540433,-5.209331851,4.124732053,0.72027558,-1.128556297,0.54841119,,2.626664123,0.641968685,-0.11941318,-1.786319602,-4.2744446,0.163128758,-0.3362032,1.058606178,3.590772506,-0.292060065,3.699093471,-1.115911347,2.274680059,9.815600427,-7.540920369
15300,-0.944968609,-5.232911347,2.877979863,1.021451466,-1.706261853,0.513882227,,2.692998424,0.833070627,-0.132518658,-1.980663014,-4.386926563,0.195176103,-0.383688071,2.429162907,3.383262913,-0.366081777,3.690094024,-1.263035278,2.210664963,9.56908133,-7.358416366
15400,-1.413117681,-5.370621381,3.439210767,1.113571214,-1.827044912,0.434669919,,2.681744226,0.903674816,-0.26065198,-2.08682999,-4.629577113,0.138871794,-0.332388092,2.228936293,3.181324341,-0.705533545,3.644740927,-1.769697663,1.995156078,11.90509552,-9.909939446
15500,-1.33072591,-5.554435942,3.836019767,1.313874474,-1.696102309,0.329643843,,2.636545228,0.527653606,-0.375423898,-2.135707,-4.954748724,0.320409011,-0.309928111,1.938510795,2.982867053,-1.159464758,4.115943515,-1.904832935,1.985222826,11.95624891,-9.971026084
15600,-1.307074505,-5.774848439,4.506338958,1.080063857,-1.566126706,0.175912573,,2.389572583,0.56748271,-0.290692111,-2.089242013,-5.098278913,0.563013845,-0.197638469,2.523484339,2.667458169,-1.447581394,4.486768154,-1.664989924,1.909525399,9.498531952,-7.589006554
15700,-1.115329512,-5.451254836,5.309134672,1.049462239,-1.719492436,0.253209973,,2.171902977,0.591760363,0.006236672,-2.126754062,-5.356635366,0.551045885,-0.154340036,1.612236728,2.423426505,-2.092760661,4.443256065,-2.118137971,1.815070314,14.44188583,-12.62681552
15800,-1.424717607,-5.406973795,4.227328672,0.83938286,-2.150057771,0.145803246,,2.075517232,0.803470662,0.06991829,-2.375603277,-5.579587361,0.617500239,-0.034621553,1.108078743,2.325343977,-2.111368216,4.262979562,-2.3281102,2.207051702,9.715164145,-7.508112443
15900,-1.585231081,-5.540593592,4.341440958,0.718106277,-2.758119438,0.09907489,,2.154499999,0.82940932,-0.110848636,-2.422704526,-5.330676337,0.579704636,-0.035255196,1.082929458,2.253469383,-2.301365011,4.240218549,-2.499697803,2.074874231,8.563003619,-6.488129389
16000,-2.45529828,-5.758237777,4.549779767,0.628353739,-2.227482388,0.190298904,,2.394569466,0.976456668,-0.357212981,-2.039327363,-5.74982486,0.509803224,-0.048674837,0.826171257,2.197288413,-2.354162978,4.411091997,-2.419729602,1.949965982,10.55653024,-8.606564258
16100,-2.209660576,-5.799136128,4.656788958,0.534056202,-1.868326022,0.465497168,,2.264354894,0.756649782,-0.329821818,-2.169834315,-5.637499283,0.51773904,-0.296331518,1.393129734,2.049131887,-2.490170901,4.523504067,-2.375784289,1.551530895,12.39588329,-10.84435239
16200,-1.36847134,-5.884467379,4.979835672,0.725935667,-1.372093717,0.258800726,,2.473220161,0.752379921,-0.237439997,-2.418482092,-5.542957114,0.422716106,-0.613502321,1.658927999,2.39464241,-2.751090181,4.92870002,-2.589542992,1.535091634,8.969303114,-7.43421148
16300,-1.207086135,-6.07417513,5.229460863,0.916019478,-1.769016887,0.306383201,,2.636901428,0.77799943,-0.086470666,-2.405667266,-5.119688993,0.539868634,-0.378364979,2.033934503,2.63391521,-3.148042447,5.327668926,-2.972938028,1.479064796,9.52984505,-8.050780254
16400,-1.452278455,-6.27497551,5.196339767,0.351871511,-2.106593438,0.35529558,,2.935153383,1.012165581,-0.091540767,-2.372382849,-5.071121196,0.520834192,-0.488004829,-0.517773918,2.491816976,-3.092565947,5.497746887,-2.890939318,1.328782282,9.213765645,-7.884983363
16500,-1.680628757,-6.005662382,5.363680672,-0.55845716,-2.165735921,0.340807477,,3.168370377,0.763442352,-0.142826289,-2.74034583,-5.31901527,0.539252099,-0.339613062,-0.869506037,2.288142149,-3.21782603,5.445225153,-3.094100415,1.190979989,6.828450712,-5.637470723
16600,-2.20077027,-5.567507454,5.389180053,-1.502379951,-1.399078079,0.504397101,,3.576059671,0.846613621,-0.168323365,-2.541083775,-5.350457457,0.626076321,-0.506628049,-1.161995004,2.510709468,-3.203475913,5.273770763,-3.156820305,1.37370888,8.66170974,-7.288000859
16700,-2.340819657,-5.482160764,5.432372958,0.244879111,-1.390885278,0.723303821,,3.063877475,0.913654712,-0.225051887,-2.787104407,-5.187309326,0.660467735,-0.282979248,-1.160023033,2.716628462,-3.352558461,4.956112827,-3.342243779,1.136903803,7.644738214,-6.507834411
16800,-1.9230143,-5.203539536,5.327366072,1.875812452,-1.468331296,0.745307858,,2.55911698,1.050355073,-0.331291704,-2.865263643,-5.116298335,0.530460686,-0.313380138,-1.022793545,2.737968846,-3.374208455,4.450295653,-3.403548356,1.304009359,6.484154904,-5.180145545
16900,-1.427342454,-5.203612753,5.18270771,1.849951184,-0.877383327,0.584163858,,2.236585123,1.068733345,-0.391277927,-2.52893999,-4.986549055,0.655782994,-0.020722072,-0.887226588,2.807915697,-3.545630065,4.394806588,-3.64032067,1.318564499,10.19247755,-8.873913051
17000,-1.533880205,-4.750073369,5.005915824,1.807320545,-0.389950001,0.665401231,,1.747899628,1.130315614,-0.243726013,-2.339919907,-4.679583713,0.75891718,-0.119951892,-0.623316003,2.788916779,-3.508596356,4.385867878,-3.521885479,1.220232757,7.238314809,-6.018082053
17100,-1.907904571,-4.602203336,4.790371939,1.209631635,-0.184153489,0.761755095,,1.616604075,1.308372952,-0.082817233,-2.110779512,-4.943207109,0.819611008,-0.13963206,1.040043272,2.504421524,-3.524733153,4.223949698,-3.703073444,1.016194611,6.527933829,-5.511739218
17200,-1.704254447,-4.675081836,4.457376053,0.915324845,0.011166693,0.984806645,,1.541296123,1.46548236,-0.119899301,-2.194158799,-4.79453468,0.787541031,-0.320077779,0.899872966,2.081094328,-3.626861225,4.232089824,-3.251769558,0.766440688,7.612310735,-6.845870047
17300,-0.942930114,-4.478103141,5.442156053,0.837816204,0.113680361,0.788696094,,1.449264932,1.423434966,-0.17725185,-2.307434784,-4.72810018,0.884582597,-0.504074975,0.451243487,2.07482922,-3.846822996,4.032387424,-2.32728011,0.81333327,6.272960214,-5.459626944
17400,-0.076158457,-3.812299242,6.523999053,0.800557563,0.352759275,0.75395774,,1.25870928,1.427840012,-0.131449367,-2.346176086,-4.163429787,0.99018167,-0.510702814,0.263523395,2.105640441,-4.062478369,3.917032255,-1.463063518,0.710873447,10.19376121,-9.482887768
17500,-0.243910562,-3.009427536,7.303579053,0.841151922,0.61142719,0.849514407,,1.309957517,1.261482855,-0.174886649,-2.041365117,-3.749928867,0.993897898,0.05501163,1.284264839,1.639632568,-4.201753452,3.420381626,-0.600891296,0.533197679,3.144998427,-2.611800747
17600,-0.104077322,-2.338596836,8.263031049,1.0567877,0.759391105,1.012824083,,1.241965655,1.187297381,-0.132926031,-2.377584338,-3.772601685,1.174570705,0.172100805,0.329456019,0.963464939,-4.377899682,2.863177399,-0.182010534,0.386173875,4.751495214,-4.365321339
17700,-0.144755045,-1.731003832,7.199454863,1.174093726,1.161008306,0.943156157,,1.31213883,1.138507161,-0.175498443,-1.882569282,-3.372136893,0.932333029,0.144329399,0.907267403,0.37485299,-4.78968935,2.567709429,0.085357514,0.285962662,5.998457236,-5.712494575
17800,0.337765222,-1.270031403,6.103892672,1.360719752,1.506088253,0.889546162,,1.354812668,1.187625687,-0.245277224,-1.630774495,-3.017084111,0.88820385,0.16400177,0.277314972,0.322312475,-5.062805935,2.189340189,0.583358604,0.100209237,5.907352857,-5.807143619
17900,0.466844207,-1.501427831,5.066979958,1.560623023,1.969859166,1.061428053,,1.264816905,1.143473891,-0.270756463,-1.565970084,-2.464153531,1.053399934,0.27943752,0.32716353,0.120014424,-5.635174094,1.651325766,0.850641839,-0.217596649,6.190858312,-6.408454961
18000,0.608078419,-0.781577143,3.885924767,1.578223985,2.313032619,1.065783178,,1.266957842,1.099297091,-0.231375867,-1.355166965,-1.9686373,1.256616417,0.189507162,-0.074299108,0.024084309,-5.677011295,1.462737649,1.49055266,0.03757436,5.726654829,-5.689080469
18100,0.788572181,-0.196555822,4.528526752,1.535430947,2.374108637,1.069436059,,1.40147858,1.12234073,-0.110365904,-1.107990875,-1.54885517,1.328702346,0.449933212,-0.633727921,-0.09881555,-5.699233704,1.490803829,1.758246839,-0.083152231,6.777199239,-6.86035147
18200,1.141597878,-0.251242122,5.24241126,1.475339044,2.276080345,1.215616893,,1.292892932,1.250042841,0.090239913,-0.771078382,-1.861425173,1.43829544,0.40558368,-0.189833396,-0.168578032,-5.793853308,1.666794818,1.759353287,-0.181894509,6.293166524,-6.475061033
18300,1.194657484,-0.139647122,5.844315244,1.668238501,2.222655968,0.928361162,,1.192821623,1.285018328,0.156770121,-1.067999144,-1.453266438,1.516421749,0.634468192,0.275897387,-0.261961563,-6.408980661,1.836212895,2.087718559,-0.232593539,9.589020925,-9.821614464
18400,1.393468348,0.280321361,7.321852859,1.686356853,2.489454971,0.885946145,,1.101407375,1.388977007,0.271268838,-0.868352217,-1.338806928,1.589609735,0.761838107,-0.845546549,-0.368903929,-5.997277513,1.917617298,2.448170237,-0.100236264,5.093961881,-5.194198145
